transition,t0,t1,mmd,moment_error,sliced_wasserstein,mi_mean,mi_median,model,seed,ablation,prediction_finite_fraction,prediction_out_of_bounds_fraction,numerically_stable,prediction_diagnostics_origin,prediction_min,prediction_max
14_to_28,14.0,28.0,0.0483205504715442,0.0072203525342047,0.0150169590488076,0.4943966269493103,0.4967268109321594,,20260828,no_constraints,1.0,0.0922381374910212,True,measured_from_predictions,-0.9946587085723876,1.8097761869430544
0_to_0.25,0.0,0.25,0.0642673969268798,0.0159032549709081,0.0223931930959224,0.2972822189331054,0.2904358506202698,,20260829,no_constraints,1.0,0.1237899677324728,True,measured_from_predictions,-0.0222712233662605,1.053072452545166
0.25_to_0.5,0.25,0.5,0.0339661985635757,0.0096266316249966,0.0103824585676193,0.4790111780166626,0.4789251387119293,,20260829,no_constraints,1.0,0.0719418306244653,True,measured_from_predictions,-0.021961648017168,1.0150468349456787
0.5_to_1,0.5,1.0,0.0139400344341993,0.0034260360989719,0.0035408411640673,0.5540405511856079,0.5566565990447998,,20260829,no_constraints,1.0,0.0523023023023023,True,measured_from_predictions,-0.0428693369030952,1.0374102592468262
1_to_3,1.0,3.0,0.044597040861845,0.0124955773353576,0.0133993318304419,0.4436007440090179,0.43343585729599,,20260829,no_constraints,1.0,0.0303682448589191,True,measured_from_predictions,-0.1450975835323333,1.177092432975769
3_to_7,3.0,7.0,0.0105183543637394,0.0010822422336786,0.0038989172317087,0.4777384996414184,0.4758481383323669,,20260829,no_constraints,1.0,0.0193677937556678,True,measured_from_predictions,-0.298913300037384,1.2661739587783811
7_to_14,7.0,14.0,0.0241558421403169,0.0056748478673398,0.0073999557644128,0.6750699877738953,0.6755110621452332,,20260829,no_constraints,1.0,0.2349440349440349,True,measured_from_predictions,-0.5512894988059998,1.2458891868591309
14_to_28,14.0,28.0,0.0405772477388381,0.0054071238264441,0.0170813631266355,0.508123517036438,0.5045931935310364,,20260829,no_constraints,1.0,0.0823056421375976,True,measured_from_predictions,-0.9957738518714904,1.4773261547088623
0_to_0.25,0.0,0.25,0.0644072145223617,0.0161036420613527,0.0153395207598805,0.2583268284797668,0.2507473528385162,,20260825,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0322397500276565,0.0090753715485334,0.0093407072126865,0.4078014194965362,0.404889166355133,,20260825,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0152119603008031,0.0041253957897424,0.004748054780066,0.4670468270778656,0.4639292955398559,,20260825,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.0428395122289657,0.0115036675706505,0.0131102576851844,0.4155277907848358,0.4038608372211456,,20260825,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.0752758607268333,0.0206962190568447,0.0186801217496395,0.5051403045654297,0.494505226612091,,20260825,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.1461758464574813,0.0397439412772655,0.0433362945914268,0.565893828868866,0.5651594996452332,,20260825,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.0315869078040123,0.0037065469659864,0.0108810253441333,0.5064601898193359,0.4970843195915222,,20260825,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.1178032979369163,0.0319900959730148,0.0339728742837905,0.2525773346424103,0.2400814145803451,,20260826,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0491740107536315,0.0151705425232648,0.0156143214553594,0.4092568755149841,0.4056922197341919,,20260826,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0285777188837528,0.0086721945554018,0.0103424694389104,0.4935546219348907,0.4915531873703003,,20260826,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.0341740399599075,0.0092890122905373,0.0115001080557703,0.4329988658428192,0.4205930829048157,,20260826,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.0758591368794441,0.0206103101372718,0.02418839558959,0.4918273985385895,0.4815292656421661,,20260826,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.1735131293535232,0.050935223698616,0.0576053000986576,0.5449635982513428,0.53933185338974,,20260826,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.0224115885794162,0.0017423816025257,0.0056986734271049,0.516011118888855,0.5056115984916687,,20260826,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.1184921413660049,0.0321531035006046,0.0407423786818981,0.3121178150177002,0.2989396452903747,,20260827,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0722274780273437,0.0228425059467554,0.028616152703762,0.479599267244339,0.4766297936439514,,20260827,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0223030038177967,0.0063824919052422,0.006074852310121,0.5552047491073608,0.5578672289848328,,20260827,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.1177184805274009,0.0390789918601512,0.0374099761247634,0.432693749666214,0.418393611907959,,20260827,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.0153783038258552,0.0029695848934352,0.0055523868650197,0.5699795484542847,0.5702567100524902,,20260827,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.0239207111299037,0.0021048057824373,0.0055306176654994,0.7620608806610107,0.7793570160865784,,20260827,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.0560548529028892,0.0111888293176889,0.0155933191999793,0.5727706551551819,0.5491508841514587,,20260827,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.0632596760988235,0.0157454460859298,0.0227593276649713,0.2617338597774505,0.2499333173036575,,20260828,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0317615754902362,0.0089531643316149,0.0088250748813152,0.4151240587234497,0.4106696546077728,,20260828,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0140495747327804,0.0034924915526062,0.0047973277978599,0.4799649715423584,0.4766884446144104,,20260828,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.0707891136407852,0.0211709178984165,0.0224036406725645,0.4415122866630554,0.4297924041748047,,20260828,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.0969761759042739,0.0278007872402668,0.0321552120149135,0.556450605392456,0.5518215298652649,,20260828,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.0597823038697242,0.0162079483270645,0.0179623663425445,0.6069447994232178,0.605929970741272,,20260828,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.0372458510100841,0.0047376141883432,0.0087522128596901,0.498441070318222,0.4921919107437134,,20260828,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.061979629099369,0.0151713974773883,0.0214554164558649,0.308906227350235,0.3007308840751648,,20260829,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0329717546701431,0.0093500632792711,0.010094666853547,0.471946120262146,0.4709632694721222,,20260829,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0140378735959529,0.0034313371870666,0.0034021255560219,0.5275557637214661,0.5248572826385498,,20260829,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.0585781820118427,0.0174926090985536,0.0185188502073287,0.4248682558536529,0.4143725335597992,,20260829,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.0113670667633414,0.0018223609076812,0.0044155288487672,0.5347835421562195,0.5298608541488647,,20260829,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.0223890952765941,0.0033331138547509,0.0056556072086095,0.7036797404289246,0.7097548842430115,,20260829,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.0426888354122638,0.0089459223672747,0.0144832357764244,0.4946454763412475,0.4800640046596527,,20260829,shuffled_graph,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.0655587166547775,0.0164509657770395,0.0157101489603519,0.2557942867279053,0.2488680481910705,,20260825,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0330225452780723,0.0092910630628466,0.0095579931512475,0.4070630371570587,0.4035817086696625,,20260825,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0163857191801071,0.0045171282254159,0.0051603186875581,0.4744096994400024,0.4711737632751465,,20260825,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.0411244481801986,0.0108735617250204,0.0138735296204686,0.4412261545658111,0.4297989308834076,,20260825,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.0952243506908416,0.02762246504426,0.0229063741862773,0.5191537141799927,0.5089331865310669,,20260825,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.1627883017063141,0.0440641678869724,0.0470454879105091,0.5234719514846802,0.5168370008468628,,20260825,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.0277480855584144,0.0016349235083907,0.0074455267749726,0.5017340779304504,0.4945881366729736,,20260825,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.1205295324325561,0.0328453630208969,0.0346144996583461,0.2892388701438904,0.2825720608234405,,20260826,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0480799302458763,0.0146983144804835,0.0148408813402056,0.4523963928222656,0.4506264328956604,,20260826,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0351255536079406,0.0108214542269706,0.0120969163253903,0.5353169441223145,0.5381177663803101,,20260826,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.055052138864994,0.0156092578545212,0.0172285828739404,0.4920169711112976,0.480024516582489,,20260826,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.1117183491587638,0.0332440324127674,0.0380523949861526,0.5331469178199768,0.5231457948684692,,20260826,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.2008104026317596,0.0576939843595027,0.0593438670039176,0.4594466388225555,0.4490076601505279,,20260826,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.0875727087259292,0.0104415481910109,0.022873556241393,0.5313793420791626,0.5320820808410645,,20260826,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.1153609603643417,0.0311411954462528,0.0395343862473964,0.3322502076625824,0.3231834471225738,,20260827,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0738781839609146,0.0234852880239486,0.0293257609009742,0.5020740032196045,0.5005771517753601,,20260827,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.020186448469758,0.0056393090635538,0.0054105739109218,0.574093759059906,0.5778266787528992,,20260827,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.1377702057361602,0.0458916798233985,0.0434606224298477,0.4444414377212524,0.4323748350143432,,20260827,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.0148086687549948,0.0024036397226154,0.005563682410866,0.5497735738754272,0.5485851764678955,,20260827,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.0169772207736969,0.0013562374515458,0.0041065705008804,0.7484971880912781,0.7608287930488586,,20260827,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.0682847648859024,0.0153381191194057,0.0195670798420906,0.5780174136161804,0.5562174916267395,,20260827,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.0636234506964683,0.015850456431508,0.0229284260421991,0.2587959468364715,0.2474349737167358,,20260828,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0316923111677169,0.0089235007762908,0.0088142147287726,0.4124895632266998,0.4083229005336761,,20260828,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0143583584576845,0.003577577183023,0.0048976154066622,0.4806590676307678,0.4723615646362304,,20260828,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.0647199302911758,0.0189844258129596,0.0203642193228006,0.4486131370067596,0.4351928830146789,,20260828,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.1124962270259857,0.0324736274778842,0.0370281748473644,0.5653053522109985,0.5625889897346497,,20260828,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.0584252066910266,0.0145683465525507,0.0154374875128269,0.599535346031189,0.5939164161682129,,20260828,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.0340108945965766,0.0039191516116261,0.008080905303359,0.5029749870300293,0.493439108133316,,20260828,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.0614962130784988,0.0149704627692699,0.0209994688630104,0.3462336361408233,0.3391004204750061,,20260829,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0306922905147075,0.0086754607036709,0.0093511920422315,0.5142487287521362,0.5133741497993469,,20260829,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0175066851079463,0.004366710782051,0.0041642845608294,0.5686951875686646,0.5669583678245544,,20260829,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.0668043196201324,0.0196857675909996,0.0192148350179195,0.5006256103515625,0.4896145164966583,,20260829,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.0338301509618759,0.0075205159373581,0.0130639066919684,0.5802276730537415,0.5779334306716919,,20260829,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.0198726169764995,0.0020950797479599,0.0043501304462552,0.6503721475601196,0.6525945663452148,,20260829,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.0429556109011173,0.0048250816762447,0.0118953082710504,0.5017139911651611,0.4876913726329803,,20260829,mechanistic_misspecification,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.0642978847026825,0.0160743370652198,0.0153072131797671,0.2576871216297149,0.2509379684925079,,20260825,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.032152272760868,0.0090534230694174,0.0093211093917489,0.4067115187644958,0.4030768573284149,,20260825,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0150672420859336,0.0040751048363745,0.0046923770569264,0.4654214382171631,0.4605827033519745,,20260825,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.043382953852415,0.0116857392713427,0.0131148649379611,0.4112205803394317,0.3990065157413482,,20260825,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.0734611302614212,0.0201990082859992,0.0183086059987545,0.4994972944259643,0.489506721496582,,20260825,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.1475804150104522,0.0396744944155216,0.0431992784142494,0.566784143447876,0.5641075372695923,,20260825,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.0311300791800022,0.0032955748029053,0.0101847508922219,0.5048511028289795,0.4949916005134582,,20260825,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.1180893331766128,0.0320682078599929,0.034115120768547,0.2780412137508392,0.2623517513275146,,20260826,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0492355898022651,0.0151760643348097,0.0155246332287788,0.4439117908477783,0.4367751479148865,,20260826,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0284203737974166,0.0086513878777623,0.0102341994643211,0.5308900475502014,0.5281871557235718,,20260826,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.0334278047084808,0.0091124335303902,0.0111987311393022,0.4657876193523407,0.4494183957576751,,20260826,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.0704217627644538,0.0192643385380506,0.0222211610525846,0.5170789361000061,0.5081886053085327,,20260826,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.1527753472328186,0.0443307645618915,0.0492509976029396,0.5681070685386658,0.563967764377594,,20260826,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.0200252421200275,0.0027445692103356,0.005513958632946,0.5121440887451172,0.4968919456005096,,20260826,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.1188536137342453,0.0322564579546451,0.0408696308732032,0.3099866807460785,0.2975585460662842,,20260827,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0720254778861999,0.0227739065885543,0.0285302270203828,0.4774764776229858,0.4746228456497192,,20260827,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0225502699613571,0.006463679485023,0.0061424458399415,0.5536385774612427,0.5541330575942993,,20260827,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.1167880073189735,0.0383818633854389,0.0368437319993972,0.434167742729187,0.4180570840835571,,20260827,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.0155402738600969,0.0031728302128612,0.0056086373515427,0.5747337937355042,0.5769705176353455,,20260827,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.0264925193041563,0.0028138211928308,0.0062846592627465,0.7675307989120483,0.7857688069343567,,20260827,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.0650704205036163,0.0141887683421373,0.0182582587003707,0.572195827960968,0.5494763255119324,,20260827,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.0683478638529777,0.0171445254236459,0.0248299371451139,0.303709328174591,0.296585202217102,,20260828,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.03432048112154,0.0096293305978178,0.0096122594550251,0.4670501947402954,0.4642548859119415,,20260828,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0176888555288314,0.0045901485718786,0.0060466350987553,0.537713885307312,0.535832405090332,,20260828,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.0386712551116943,0.0104281697422266,0.0118779316544532,0.5257271528244019,0.5128437280654907,,20260828,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.1684405356645584,0.0518558509647846,0.0556776113808155,0.6225568652153015,0.620646595954895,,20260828,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.0997452512383461,0.0276787597686052,0.0297882854938507,0.5266976952552795,0.5202231407165527,,20260828,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.0460442304611206,0.004609867464751,0.0110607976093888,0.4956703782081604,0.4949599206447601,,20260828,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.0623436160385608,0.0153005141764879,0.0215578768402338,0.3042681515216827,0.2963670194149017,,20260829,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0328629091382026,0.0093186991289258,0.0100500416010618,0.4664511084556579,0.4648202657699585,,20260829,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0135353691875934,0.0032952507026493,0.0032877391204237,0.5243054628372192,0.5191534757614136,,20260829,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.0576119311153888,0.0172325372695922,0.0182382464408874,0.4340717792510986,0.4222649931907654,,20260829,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.0110103674232959,0.0018851762870326,0.0041976431384682,0.5364595055580139,0.5328356027603149,,20260829,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.019072949886322,0.0027521739248186,0.0048374296166002,0.7059982419013977,0.7101135849952698,,20260829,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.0275701247155666,0.0039707589894533,0.0081356391310691,0.5082210302352905,0.4952891767024994,,20260829,residual_penalty_zero,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.064436949789524,0.0161187294870615,0.0153400413691997,0.2491416037082672,0.2425346672534942,,20260825,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0320332571864128,0.0090154744684696,0.0092930560931563,0.3960642218589782,0.3924136161804199,,20260825,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0155937504023313,0.0042347745038568,0.0048699043691158,0.4552928209304809,0.4501268863677978,,20260825,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.0430031195282936,0.0115490658208727,0.0132989073172211,0.4082182645797729,0.3956424295902252,,20260825,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.0761096030473709,0.0214095208793878,0.0187530629336833,0.5148547291755676,0.5045664310455322,,20260825,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.133562296628952,0.0350662730634212,0.0388203188776969,0.5826089382171631,0.5807304382324219,,20260825,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.029445044696331,0.0030805100686848,0.010430752299726,0.5116994976997375,0.502339243888855,,20260825,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.1183209344744682,0.0321427062153816,0.0341890826821327,0.2742791473865509,0.2593555748462677,,20260826,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0491686910390853,0.0151528213173151,0.0154997576028108,0.4383101165294647,0.4314062297344208,,20260826,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0285574737936258,0.0086959199979901,0.0102521199733018,0.5247222781181335,0.5211413502693176,,20260826,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.033668965101242,0.0091674327850341,0.0112487934529781,0.462210088968277,0.4457135498523712,,20260826,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.0738381594419479,0.020287936553359,0.0233960039913654,0.5208519101142883,0.51181560754776,,20260826,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.1500184834003448,0.042505245655775,0.0496875382959842,0.5771676301956177,0.5732674598693848,,20260826,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.0184538885951042,0.0021209204569458,0.0048629282973706,0.5274701118469238,0.5113179683685303,,20260826,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.116164706647396,0.0314018502831459,0.0398850254714489,0.3240527510643005,0.3152469992637634,,20260827,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0726782828569412,0.0230590775609016,0.0287615470588207,0.4922426342964172,0.4901399910449981,,20260827,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0209327172487974,0.0058983149938285,0.0056476010940968,0.5559934973716736,0.5584019422531128,,20260827,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.1359904110431671,0.0455646403133869,0.0430399365723133,0.4141601920127868,0.3990723490715027,,20260827,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.0219461433589458,0.0045937891118228,0.0082851033657789,0.5601696968078613,0.5575128793716431,,20260827,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.0197284370660781,0.001365099218674,0.0041211508214473,0.7563045620918274,0.7710549831390381,,20260827,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.1447862237691879,0.0366293266415596,0.0451645404100418,0.6789672374725342,0.6700670719146729,,20260827,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.0685089752078056,0.0172132514417171,0.0248213484883308,0.2912583351135254,0.2843286097049713,,20260828,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0337466150522232,0.0094610247761011,0.0094393072649836,0.4520881175994873,0.4491025805473327,,20260828,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
