seed,model,transition,mmd,moment_error,sliced_wasserstein,t0,t1,mi_mean,mi_median
20260826,graph_neural_ode,0.25_to_0.5,0.0422382056713104,0.013006217777729,0.0130924172699451,0.25,0.5,,
20260826,graph_neural_ode,0.5_to_1,0.0292843580245971,0.0092383762821555,0.0105033367872238,0.5,1.0,,
20260826,graph_neural_ode,1_to_3,0.0454063713550567,0.013822334818542,0.0138168297708034,1.0,3.0,,
20260826,graph_neural_ode,3_to_7,0.0704707503318786,0.0209178552031517,0.0227407999336719,3.0,7.0,,
20260826,graph_neural_ode,7_to_14,0.1122085750102996,0.0298961363732814,0.0297162719070911,7.0,14.0,,
20260826,graph_neural_ode,14_to_28,0.0208564102649688,0.0053936433978378,0.0097163822501897,14.0,28.0,,
20260826,cardiogb,0_to_0.25,0.1194024682044982,0.0324410125613212,0.0343424752354621,0.0,0.25,0.2708745002746582,0.2636153399944305
20260826,cardiogb,0.25_to_0.5,0.048665165901184,0.0149492211639881,0.0153380632400512,0.25,0.5,0.4331578314304352,0.4313656091690063
20260826,cardiogb,0.5_to_1,0.0320974588394165,0.0098083857446908,0.0114542935043573,0.5,1.0,0.5155922174453735,0.5159999132156372
20260826,cardiogb,1_to_3,0.0337762534618377,0.0089218309149146,0.0104873850941658,1.0,3.0,0.4696432650089264,0.4569712579250335
20260826,cardiogb,3_to_7,0.0979922115802764,0.0277496054768562,0.031805895268917,3.0,7.0,0.522230863571167,0.5098368525505066
20260826,cardiogb,7_to_14,0.1879133284091949,0.0540950372815132,0.060380108654499,7.0,14.0,0.5044726133346558,0.4971729516983032
20260826,cardiogb,14_to_28,0.0373580753803253,0.0037153197918087,0.009494200348854,14.0,28.0,0.5213956832885742,0.5132980346679688
20260827,persistence,0_to_0.25,0.1521702408790588,0.0448219627141952,0.0405655540525913,,,,
20260827,persistence,0.25_to_0.5,0.0569570660591125,0.0176640283316373,0.0159311387687921,,,,
20260827,persistence,0.5_to_1,0.037130981683731,0.0118307387456297,0.0128829833120107,,,,
20260827,persistence,1_to_3,0.0757950842380523,0.0242244750261306,0.0283343121409416,,,,
20260827,persistence,3_to_7,0.0297774076461792,0.0094948559999465,0.0112097794190049,,,,
20260827,persistence,7_to_14,0.0832879841327667,0.0253137201070785,0.027528204023838,,,,
20260827,persistence,14_to_28,0.2037737071514129,0.0595806911587715,0.0649070218205452,,,,
20260827,mechanistic_ode,0_to_0.25,0.1068708300590515,0.0275710076093673,0.0374593362212181,0.0,0.25,,
20260827,mechanistic_ode,0.25_to_0.5,0.0765697360038757,0.0238544195890426,0.0274702049791812,0.25,0.5,,
20260827,mechanistic_ode,0.5_to_1,0.0293087065219879,0.0082749379798769,0.0084899235516786,0.5,1.0,,
20260827,mechanistic_ode,1_to_3,0.1110090613365173,0.0330688171088695,0.0368590839207172,1.0,3.0,,
20260827,mechanistic_ode,3_to_7,0.0781367123126983,0.0176347475498914,0.0262074060738086,3.0,7.0,,
20260827,mechanistic_ode,7_to_14,0.3446901440620422,0.1315997242927551,0.126605749130249,7.0,14.0,,
20260827,mechanistic_ode,14_to_28,0.4425323903560638,0.1380733698606491,0.1688339114189148,14.0,28.0,,
20260827,neural_ode,0_to_0.25,0.14801025390625,0.0434620566666126,0.0419314950704574,0.0,0.25,,
20260827,neural_ode,0.25_to_0.5,0.0592221617698669,0.0184564143419265,0.0191479455679655,0.25,0.5,,
20260827,neural_ode,0.5_to_1,0.0337398946285247,0.0107879862189292,0.0111782671883702,0.5,1.0,,
20260827,neural_ode,1_to_3,0.0723147988319397,0.0230957828462123,0.0229553934186697,1.0,3.0,,
20260827,neural_ode,3_to_7,0.0552603304386138,0.0177617240697145,0.0163202881813049,3.0,7.0,,
20260827,neural_ode,7_to_14,0.0568708181381225,0.0108725279569625,0.0138275241479277,7.0,14.0,,
20260827,neural_ode,14_to_28,0.2893291413784027,0.1079145073890686,0.122590884566307,14.0,28.0,,
20260827,graph_neural_ode,0_to_0.25,0.1412150561809539,0.0405446887016296,0.0493264459073543,0.0,0.25,,
20260827,graph_neural_ode,0.25_to_0.5,0.0652137100696563,0.0208331160247325,0.0263779424130916,0.25,0.5,,
20260827,graph_neural_ode,0.5_to_1,0.0197322964668273,0.0057305158115923,0.0053276973776519,0.5,1.0,,
20260827,graph_neural_ode,1_to_3,0.1268174648284912,0.0451532043516635,0.0429228022694587,1.0,3.0,,
20260827,graph_neural_ode,3_to_7,0.0158900320529937,0.004345647059381,0.0054818182252347,3.0,7.0,,
20260827,graph_neural_ode,7_to_14,0.023141324520111,0.0033729989081621,0.0049297041259706,7.0,14.0,,
20260827,graph_neural_ode,14_to_28,0.0343323349952697,0.0122924773022532,0.015742028132081,14.0,28.0,,
20260827,cardiogb,0_to_0.25,0.1160319745540618,0.0313671678304672,0.0398451648652553,0.0,0.25,0.3194071650505066,0.3097185790538788
20260827,cardiogb,0.25_to_0.5,0.0726866424083709,0.0230471231043338,0.0287348572164773,0.25,0.5,0.4868844747543335,0.4845138192176819
20260827,cardiogb,0.5_to_1,0.0214100182056427,0.0060510546900331,0.0057486635632812,0.5,1.0,0.5537121295928955,0.5553451776504517
20260827,cardiogb,1_to_3,0.1326441466808319,0.0441916622221469,0.0416710935533046,1.0,3.0,0.4203066229820251,0.4052305817604065
20260827,cardiogb,3_to_7,0.0196767747402191,0.0040659848600625,0.0073112240061163,3.0,7.0,0.5646295547485352,0.5636327266693115
20260827,cardiogb,7_to_14,0.0197587013244628,0.0016187201254069,0.0045224791392683,7.0,14.0,0.7540524005889893,0.7681069374084473
20260827,cardiogb,14_to_28,0.1269884407520294,0.03197031468153,0.0406957156956195,14.0,28.0,0.6623856425285339,0.6481760144233704
20260828,persistence,0_to_0.25,0.0860878825187683,0.0234682187438011,0.024252638220787,,,,
20260828,persistence,0.25_to_0.5,0.028714120388031,0.008055112324655,0.007709477096796,,,,
20260828,persistence,0.5_to_1,0.0208948254585266,0.005856470670551,0.0049849287606775,,,,
20260828,persistence,1_to_3,0.0611893236637115,0.0191134773194789,0.0241552144289016,,,,
20260828,persistence,3_to_7,0.0862015485763549,0.0274450704455375,0.0246835425496101,,,,
20260828,persistence,7_to_14,0.1742789149284362,0.0545178391039371,0.0467972084879875,,,,
20260828,persistence,14_to_28,0.0901644229888916,0.0225246157497167,0.0233720410615205,,,,
20260828,mechanistic_ode,0_to_0.25,0.0544899106025695,0.0122284879907965,0.0185865350067615,0.0,0.25,,
20260828,mechanistic_ode,0.25_to_0.5,0.0371299982070922,0.0104784239083528,0.0088016223162412,0.25,0.5,,
20260828,mechanistic_ode,0.5_to_1,0.0164553523063659,0.0037001159507781,0.0046681077219545,0.5,1.0,,
20260828,mechanistic_ode,1_to_3,0.0919778048992157,0.0265520345419645,0.0278815366327762,1.0,3.0,,
20260828,mechanistic_ode,3_to_7,0.1087136566638946,0.026217233389616,0.0275829210877418,3.0,7.0,,
20260828,mechanistic_ode,7_to_14,0.5037659406661987,0.2267111092805862,0.2621515989303589,7.0,14.0,,
20260828,mechanistic_ode,14_to_28,0.3971954584121704,0.1202795132994651,0.1350325793027877,14.0,28.0,,
20260828,neural_ode,0_to_0.25,0.0922945439815521,0.0252927225083112,0.0275780949741601,0.0,0.25,,
20260828,neural_ode,0.25_to_0.5,0.0280559062957763,0.0078334454447031,0.008237799629569,0.25,0.5,,
20260828,neural_ode,0.5_to_1,0.0158447325229644,0.0043970802798867,0.005553884897381,0.5,1.0,,
20260828,neural_ode,1_to_3,0.0631658136844635,0.0191252660006284,0.0193246267735958,1.0,3.0,,
20260828,neural_ode,3_to_7,0.009836345911026,0.0018970477394759,0.0035391545388847,3.0,7.0,,
20260828,neural_ode,7_to_14,0.2826505601406097,0.1010857000946998,0.1037393659353256,7.0,14.0,,
20260828,neural_ode,14_to_28,0.4352254867553711,0.2160472720861435,0.2661907374858856,14.0,28.0,,
20260828,graph_neural_ode,0_to_0.25,0.0831487476825714,0.0223270952701568,0.0282223224639892,0.0,0.25,,
20260828,graph_neural_ode,0.25_to_0.5,0.0289113521575927,0.0081585319712758,0.0085382787510752,0.25,0.5,,
20260828,graph_neural_ode,0.5_to_1,0.0145935714244842,0.0039202468469738,0.005036337301135,0.5,1.0,,
20260828,graph_neural_ode,1_to_3,0.0808022022247314,0.0264831390231847,0.0261139795184135,1.0,3.0,,
20260828,graph_neural_ode,3_to_7,0.049670934677124,0.015084721148014,0.0161132700741291,3.0,7.0,,
20260828,graph_neural_ode,7_to_14,0.0453260838985443,0.0104587273672223,0.0483217015862464,7.0,14.0,,
20260828,graph_neural_ode,14_to_28,0.0284708738327026,0.0052878139540553,0.032393854111433,14.0,28.0,,
20260828,cardiogb,0_to_0.25,0.0665614008903503,0.0166776683181524,0.0241866409778594,0.0,0.25,0.2737162709236145,0.2655154764652252
20260828,cardiogb,0.25_to_0.5,0.0332155227661132,0.009329879656434,0.0092847403138875,0.25,0.5,0.4336611330509186,0.4309372901916504
20260828,cardiogb,0.5_to_1,0.0149377882480621,0.0037919520400464,0.005119876936078,0.5,1.0,0.506647527217865,0.5024272203445435
20260828,cardiogb,1_to_3,0.0435264706611633,0.0120772263035178,0.0133180087432265,1.0,3.0,0.4979475736618042,0.4845682382583618
20260828,cardiogb,3_to_7,0.1492800414562225,0.04493373259902,0.0493974313139915,3.0,7.0,0.6184528470039368,0.616976261138916
20260828,cardiogb,7_to_14,0.0620239675045013,0.0158479865640401,0.0171077195554971,7.0,14.0,0.5871116518974304,0.5844425559043884
20260828,cardiogb,14_to_28,0.0499516427516937,0.0074231629259884,0.0113465236499905,14.0,28.0,0.4814666211605072,0.4747227132320404
20260829,persistence,0_to_0.25,0.0860878825187683,0.0234682187438011,0.0226404517889022,,,,
20260829,persistence,0.25_to_0.5,0.028714120388031,0.008055112324655,0.008356450125575,,,,
20260829,persistence,0.5_to_1,0.0208948254585266,0.005856470670551,0.0050748949870467,,,,
20260829,persistence,1_to_3,0.0462659895420074,0.0141007238999009,0.0156653150916099,,,,
20260829,persistence,3_to_7,0.0167303383350372,0.0051558879204094,0.0045448369346559,,,,
20260829,persistence,7_to_14,0.0585368275642395,0.0175082106143236,0.0143579738214612,,,,
20260829,persistence,14_to_28,0.0819399356842041,0.0205476768314838,0.0220402274280786,,,,
20260829,mechanistic_ode,0_to_0.25,0.054304301738739,0.0121700288727879,0.0140650952234864,0.0,0.25,,
20260829,mechanistic_ode,0.25_to_0.5,0.0375347137451171,0.0106122912839055,0.012857262045145,0.25,0.5,,
20260829,mechanistic_ode,0.5_to_1,0.0166037678718566,0.0037521321792155,0.0041499151848256,0.5,1.0,,
20260829,mechanistic_ode,1_to_3,0.0669967532157898,0.0182667337357997,0.0211584884673357,1.0,3.0,,
20260829,mechanistic_ode,3_to_7,0.0847111344337463,0.0200032666325569,0.0313545502722263,3.0,7.0,,
20260829,mechanistic_ode,7_to_14,0.2829236686229706,0.1051356568932533,0.1169313117861747,7.0,14.0,,
20260829,mechanistic_ode,14_to_28,0.4171918332576751,0.143204003572464,0.1473977267742157,14.0,28.0,,
20260829,neural_ode,0_to_0.25,0.0856753587722778,0.0231711585074663,0.0190919190645217,0.0,0.25,,
20260829,neural_ode,0.25_to_0.5,0.0288856327533721,0.0081075420603156,0.0089727826416492,0.25,0.5,,
20260829,neural_ode,0.5_to_1,0.0133498013019561,0.0036326497793197,0.0040239221416413,0.5,1.0,,
20260829,neural_ode,1_to_3,0.0487692356109619,0.0151919201016426,0.0146176312118768,1.0,3.0,,
20260829,neural_ode,3_to_7,0.0076756477355957,0.0016923003131523,0.0022118240594863,3.0,7.0,,
20260829,neural_ode,7_to_14,0.0322076082229614,0.0068394569680094,0.0093053020536899,7.0,14.0,,
20260829,neural_ode,14_to_28,0.4053049683570862,0.1477531194686889,0.1538515985012054,14.0,28.0,,
20260829,graph_neural_ode,0_to_0.25,0.0815974771976471,0.0218027364462614,0.0260291919112205,0.0,0.25,,
20260829,graph_neural_ode,0.25_to_0.5,0.0273787975311279,0.0077321482822299,0.0085218204185366,0.25,0.5,,
20260829,graph_neural_ode,0.5_to_1,0.0170705020427703,0.0045718350447714,0.004257321357727,0.5,1.0,,
20260829,graph_neural_ode,1_to_3,0.0595190525054931,0.0187016073614358,0.0175727419555187,1.0,3.0,,
20260829,graph_neural_ode,3_to_7,0.0084332823753356,0.0024580275639891,0.0032572983764111,3.0,7.0,,
20260829,graph_neural_ode,7_to_14,0.014228731393814,0.002258560154587,0.0051033180207014,7.0,14.0,,
20260829,graph_neural_ode,14_to_28,0.0241452157497406,0.0054391869343817,0.017909487709403,14.0,28.0,,
20260829,cardiogb,0_to_0.25,0.0622712075710296,0.0152827333658933,0.0215507615357637,0.0,0.25,0.302362322807312,0.2941243648529053
20260829,cardiogb,0.25_to_0.5,0.0328244268894195,0.0093056578189134,0.0100334305316209,0.25,0.5,0.4644226729869842,0.4628372192382812
20260829,cardiogb,0.5_to_1,0.0137360095977783,0.003352033207193,0.0033354035113006,0.5,1.0,0.5222005248069763,0.5169289112091064
20260829,cardiogb,1_to_3,0.0576531589031219,0.0172043517231941,0.0181671772152185,1.0,3.0,0.4312032163143158,0.4191913604736328
20260829,cardiogb,3_to_7,0.0107873082160949,0.0018139210296794,0.0041832816787064,3.0,7.0,0.5358395576477051,0.5324782133102417
20260829,cardiogb,7_to_14,0.018871933221817,0.0027901877183467,0.004891897086054,7.0,14.0,0.7010114192962646,0.7044820189476013
20260829,cardiogb,14_to_28,0.0342848002910614,0.0060975309461355,0.011088715866208,14.0,28.0,0.4964417517185211,0.4821789860725403
20260830,persistence,0_to_0.25,0.106060653924942,0.0306179132312536,0.0349652767181396,,,,
20260830,persistence,0.25_to_0.5,0.0329930484294891,0.0097319865599274,0.0113857584074139,,,,
20260830,persistence,0.5_to_1,0.0208948254585266,0.005856470670551,0.0049013053067028,,,,
20260830,persistence,1_to_3,0.0611893236637115,0.0191134773194789,0.016622943803668,,,,
20260830,persistence,3_to_7,0.0862015485763549,0.0274450704455375,0.0319550409913063,,,,
20260830,persistence,7_to_14,0.1338488757610321,0.0408952571451664,0.0396910458803176,,,,
20260830,persistence,14_to_28,0.1769664585590362,0.0512200742959976,0.0527216419577598,,,,
20260830,mechanistic_ode,0_to_0.25,0.0706027746200561,0.0177685637027025,0.0223474167287349,0.0,0.25,,
20260830,mechanistic_ode,0.25_to_0.5,0.0463483333587646,0.0137090943753719,0.0148734403774142,0.25,0.5,,
20260830,mechanistic_ode,0.5_to_1,0.0162300467491149,0.0036475835368037,0.0043336097151041,0.5,1.0,,
20260830,mechanistic_ode,1_to_3,0.0865150094032287,0.0246547870337963,0.0311312153935432,1.0,3.0,,
20260830,mechanistic_ode,3_to_7,0.110465407371521,0.0268681608140468,0.0366581156849861,3.0,7.0,,
20260830,mechanistic_ode,7_to_14,0.4260489344596863,0.1787000894546508,0.1984138041734695,7.0,14.0,,
20260830,mechanistic_ode,14_to_28,0.4470024406909942,0.1590655148029327,0.1694560647010803,14.0,28.0,,
20260830,neural_ode,0_to_0.25,0.1135366261005401,0.0330680012702941,0.029873302206397,0.0,0.25,,
20260830,neural_ode,0.25_to_0.5,0.0320111811161041,0.0092851165682077,0.0102368239313364,0.25,0.5,,
20260830,neural_ode,0.5_to_1,0.0138346552848815,0.0039323614910244,0.0044682580046355,0.5,1.0,,
20260830,neural_ode,1_to_3,0.0293021202087402,0.0080425469204783,0.008319878950715,1.0,3.0,,
20260830,neural_ode,3_to_7,0.0685913860797882,0.0195516664534807,0.0224123932421207,3.0,7.0,,
20260830,neural_ode,7_to_14,0.0133931636810302,0.0020080131944268,0.0041486518457531,7.0,14.0,,
20260830,neural_ode,14_to_28,0.291032612323761,0.078032873570919,0.062678687274456,14.0,28.0,,
20260830,graph_neural_ode,0_to_0.25,0.1068614721298217,0.0308943875133991,0.0323641970753669,0.0,0.25,,
20260830,graph_neural_ode,0.25_to_0.5,0.0332629382610321,0.0098157981410622,0.0117500908672809,0.25,0.5,,
20260830,graph_neural_ode,0.5_to_1,0.0160387158393859,0.0044357366859912,0.0042578522115945,0.5,1.0,,
20260830,graph_neural_ode,1_to_3,0.0540860593318939,0.0166989993304014,0.015304772183299,1.0,3.0,,
20260830,graph_neural_ode,3_to_7,0.1045001149177551,0.0345065705478191,0.0411411151289939,3.0,7.0,,
20260830,graph_neural_ode,7_to_14,0.0390341579914093,0.0086477762088179,0.0167194940149784,7.0,14.0,,
20260830,graph_neural_ode,14_to_28,0.0658741295337677,0.019395250827074,0.0304110720753669,14.0,28.0,,
20260830,cardiogb,0_to_0.25,0.0843512117862701,0.022725373506546,0.0254590921103954,0.0,0.25,0.3111236691474914,0.2948607206344604
20260830,cardiogb,0.25_to_0.5,0.0408308506011962,0.0120911495760083,0.0139284171164035,0.25,0.5,0.4854710698127746,0.4797801375389099
20260830,cardiogb,0.5_to_1,0.0116788744926452,0.0028783860616385,0.0030522504821419,0.5,1.0,0.5518434047698975,0.5449956655502319
20260830,cardiogb,1_to_3,0.0500415861606597,0.0146448528394103,0.0135168563574552,1.0,3.0,0.5142098665237427,0.5013464093208313
20260830,cardiogb,3_to_7,0.1052724123001098,0.0315663553774356,0.0395003706216812,3.0,7.0,0.6157659292221069,0.6154516935348511
20260830,cardiogb,7_to_14,0.0156790018081665,0.0032461273949593,0.0049747135490179,7.0,14.0,0.657056450843811,0.6583313941955566
20260830,cardiogb,14_to_28,0.05465629696846,0.0133434198796749,0.0168926883488893,14.0,28.0,0.5212517380714417,0.516697883605957
20260831,persistence,0_to_0.25,0.106060653924942,0.0306179132312536,0.0316957049071788,,,,
20260831,persistence,0.25_to_0.5,0.0417760014533996,0.0128315920010209,0.0148585503920912,,,,
20260831,persistence,0.5_to_1,0.0322352647781372,0.0098327388986945,0.0089233601465821,,,,
20260831,persistence,1_to_3,0.0558788776397705,0.0169973615556955,0.0201847143471241,,,,
20260831,persistence,3_to_7,0.1008219122886657,0.0310559496283531,0.0294091384857893,,,,
20260831,persistence,7_to_14,0.1649401783943176,0.0506755448877811,0.052194308489561,,,,
20260831,persistence,14_to_28,0.0787492990493774,0.0197812933474779,0.020812114700675,,,,
20260831,mechanistic_ode,0_to_0.25,0.0697129070758819,0.0174733791500329,0.021439429372549,0.0,0.25,,
20260831,mechanistic_ode,0.25_to_0.5,0.0591458082199096,0.0182958170771598,0.0191533006727695,0.25,0.5,,
20260831,mechanistic_ode,0.5_to_1,0.0250207185745239,0.0066723171621561,0.0092677334323525,0.5,1.0,,
20260831,mechanistic_ode,1_to_3,0.0794294476509094,0.0217130705714225,0.025374349206686,1.0,3.0,,
20260831,mechanistic_ode,3_to_7,0.1342024505138397,0.033066738396883,0.0385756008327007,3.0,7.0,,
20260831,mechanistic_ode,7_to_14,0.4943327307701111,0.2200833261013031,0.2241128087043762,7.0,14.0,,
20260831,mechanistic_ode,14_to_28,0.4347607791423797,0.1607763171195984,0.1860266774892807,14.0,28.0,,
20260831,neural_ode,0_to_0.25,0.113838791847229,0.0330741442739963,0.0320236459374427,0.0,0.25,,
20260831,neural_ode,0.25_to_0.5,0.0412714481353759,0.0125419292598962,0.0148220621049404,0.25,0.5,,
20260831,neural_ode,0.5_to_1,0.0277857482433319,0.008592733182013,0.0103086773306131,0.5,1.0,,
20260831,neural_ode,1_to_3,0.0317536294460296,0.0088135059922933,0.0102546513080596,1.0,3.0,,
20260831,neural_ode,3_to_7,0.1231985092163086,0.0377707965672016,0.0440528504550457,3.0,7.0,,
20260831,neural_ode,7_to_14,0.0539945662021636,0.0113639943301677,0.0134659213945269,7.0,14.0,,
20260831,neural_ode,14_to_28,0.1124588847160339,0.0280027221888303,0.0380302965641021,14.0,28.0,,
20260831,graph_neural_ode,0_to_0.25,0.1058450639247894,0.0304190088063478,0.0301570147275924,0.0,0.25,,
20260831,graph_neural_ode,0.25_to_0.5,0.0421082377433776,0.0129863014444708,0.0121177276596426,0.25,0.5,,
20260831,graph_neural_ode,0.5_to_1,0.0284869670867919,0.0085850916802883,0.0084047317504882,0.5,1.0,,
20260831,graph_neural_ode,1_to_3,0.0551217794418334,0.0167127307504415,0.0209134332835674,1.0,3.0,,
20260831,graph_neural_ode,3_to_7,0.1377498209476471,0.0451852455735206,0.0497347638010978,3.0,7.0,,
20260831,graph_neural_ode,7_to_14,0.041959136724472,0.0094397133216261,0.0103426408022642,7.0,14.0,,
20260831,graph_neural_ode,14_to_28,0.0630643367767334,0.0145438592880964,0.030789814889431,14.0,28.0,,
20260831,cardiogb,0_to_0.25,0.088648647069931,0.024146931245923,0.0246473401784896,0.0,0.25,0.3095288872718811,0.3019676208496094
20260831,cardiogb,0.25_to_0.5,0.045928418636322,0.0139287980273365,0.0125959860160946,0.25,0.5,0.4745826125144958,0.4740056991577148
20260831,cardiogb,0.5_to_1,0.0363752841949462,0.0108672678470611,0.0108991051092743,0.5,1.0,0.55766761302948,0.5597892999649048
20260831,cardiogb,1_to_3,0.031670868396759,0.008216661401093,0.0109986960887908,1.0,3.0,0.5391124486923218,0.5271589159965515
20260831,cardiogb,3_to_7,0.2174794673919677,0.0702801495790481,0.080360934138298,3.0,7.0,0.6340661644935608,0.6300060749053955
20260831,cardiogb,7_to_14,0.1028891205787658,0.0265280455350875,0.0348130017518997,7.0,14.0,0.496787279844284,0.4830388128757477
20260831,cardiogb,14_to_28,0.0408532917499542,0.0041866488754749,0.011180936358869,14.0,28.0,0.4796555936336517,0.4829588830471039
